job_id,asset_id,crew_id,start_time,end_time,job_type,shift_type,planned_deenergize,checklist_passed,supervisor_confirmed,crew_avg_experience_years,recent_hours_worked_48h,asset_voltage_level,asset_age_years,maintenance_last_days,region_hotspot_score,incidents_area_30d,weather_precip_1h,lightning_nearby_1h,V_rms_mean_5m,V_rms_std_5m,V_slope_5m,frequency_dev_std_5m,V_drop_count_15m,I_rms_mean_5m,I_inrush_count_1h,thd_percent_1h,arc_event_count_1h,ground_fault_flag_24h,transformer_temp_max_24h,leakage_current_max_24h,sensor_comm_loss_flag,incident_flag,severity,near_miss_flag
J2156,A147,C137,2025-10-26 17:52:00,2025-10-26 19:00:00,repair,day,0,1,0,5.9,21.9,33,5,356,0.097,0,0.0,0,32835,114,-0.147,0.0317,0,63.1,0,1.42,0,0,64.1,0.85,0,0,none,0
J2157,A277,C137,2025-06-13 15:39:00,2025-06-13 17:39:00,inspection,day,1,1,1,4.3,13.6,22,1,823,0.508,0,0.0,0,22319,163,0.559,0.0264,0,56.1,0,1.24,0,0,57.5,0.52,0,0,none,0
J2158,A194,C142,2025-09-28 14:38:00,2025-09-28 16:26:00,emergency,day,0,0,1,6.6,19.1,11,17,459,0.061,0,0.0,0,10335,116,-0.38,0.0155,0,23.6,0,1.82,0,0,54.4,0.1,0,0,none,0
J2159,A168,C31,2025-08-17 23:28:00,2025-08-18 00:26:00,repair,night,0,1,1,11.2,5.8,11,32,376,0.213,1,0.0,0,11001,100,0.509,0.0135,0,52.0,0,2.72,0,0,56.0,0.75,0,0,none,0
J2160,A286,C118,2025-03-14 14:17:00,2025-03-14 17:18:00,maintenance,day,1,1,1,3.8,15.4,11,3,247,0.145,0,0.03,0,10673,173,0.41,0.0187,1,49.4,0,1.03,1,0,63.0,1.08,0,0,none,1
J2161,A120,C120,2025-08-25 13:01:00,2025-08-25 14:57:00,repair,day,0,1,1,11.7,21.6,66,11,71,0.088,0,0.0,0,66412,42,-0.277,0.0319,0,41.8,0,3.63,0,0,49.2,1.2,0,0,none,0
J2162,A254,C56,2025-06-18 01:03:00,2025-06-18 03:40:00,inspection,night,1,1,1,7.5,5.1,33,20,306,0.298,0,0.0,0,32793,5,0.311,0.0226,0,25.3,0,1.39,0,0,73.2,0.82,0,0,none,0
J2163,A239,C85,2025-01-30 12:53:00,2025-01-30 15:08:00,repair,day,0,1,1,7.3,1.5,11,28,330,0.225,0,0.0,0,10953,8,0.194,0.039,0,55.6,1,4.61,1,0,63.0,0.46,0,0,none,1
J2164,A182,C36,2025-07-03 07:32:00,2025-07-03 08:57:00,maintenance,day,0,1,0,7.3,11.7,33,7,128,0.293,0,0.0,0,33021,16,0.517,0.025,0,52.4,0,1.19,0,0,52.4,0.3,0,0,none,0
J2165,A120,C93,2025-01-02 07:57:00,2025-01-02 10:21:00,repair,day,0,1,0,7.4,10.4,22,8,198,0.225,0,0.0,0,22066,29,0.16,0.0145,0,56.9,0,1.9,0,0,58.4,0.69,0,0,none,0
J2166,A269,C85,2025-07-16 08:42:00,2025-07-16 09:42:00,inspection,day,1,1,1,7.8,1.1,132,4,58,0.164,1,0.0,0,131830,111,-0.414,0.0064,2,33.9,1,1.58,0,0,61.9,1.11,0,0,none,0
J2167,A178,C124,2025-01-23 09:34:00,2025-01-23 11:20:00,maintenance,day,1,1,1,7.0,16.8,22,9,87,0.138,1,0.58,0,22025,68,0.093,0.0111,0,82.2,0,3.28,0,0,62.7,1.22,0,0,none,0
J2168,A254,C193,2025-07-01 22:27:00,2025-07-02 00:32:00,maintenance,night,1,1,0,6.6,13.7,22,8,13,0.195,0,0.0,0,21956,121,-0.225,0.0092,0,23.2,0,1.87,0,0,51.8,0.36,0,0,none,0
J2169,A209,C52,2025-09-13 03:56:00,2025-09-13 06:23:00,repair,night,0,1,1,4.3,12.2,33,23,36,0.079,0,0.49,0,33226,50,0.131,0.0197,1,50.4,2,3.32,0,0,40.7,0.14,0,0,none,0
J2170,A276,C123,2025-02-02 21:22:00,2025-02-02 22:52:00,repair,night,0,0,1,3.9,4.2,132,1,931,0.177,1,0.0,0,131650,85,0.357,0.0324,1,88.1,1,2.16,0,0,66.0,0.15,0,0,none,0
J2171,A189,C124,2025-07-16 00:32:00,2025-07-16 02:59:00,maintenance,night,1,1,1,6.7,6.1,11,5,32,0.041,0,0.0,0,10720,131,-0.2,0.0213,0,0.1,0,4.27,0,0,65.6,0.41,0,0,none,0
J2172,A110,C196,2025-09-26 00:05:00,2025-09-26 02:44:00,inspection,night,1,1,1,9.4,20.0,33,12,60,0.147,0,0.24,0,33087,95,0.102,0.032,0,16.4,0,1.97,0,1,52.0,0.67,0,1,minor,0
J2173,A190,C167,2025-06-18 07:13:00,2025-06-18 08:26:00,maintenance,day,1,1,0,5.7,13.4,33,26,283,0.505,0,0.0,0,33099,94,-0.495,0.0217,0,59.7,0,1.36,0,0,68.8,0.04,0,0,none,0
J2174,A211,C80,2025-05-13 06:15:00,2025-05-13 08:03:00,emergency,day,0,1,1,10.8,11.9,11,3,173,0.278,0,0.0,0,11190,1,0.201,0.0425,0,27.2,1,1.21,0,0,53.5,1.39,0,0,none,0
J2175,A263,C24,2025-02-15 12:25:00,2025-02-15 13:08:00,emergency,day,0,0,0,10.4,4.7,22,5,104,0.193,0,0.0,0,21877,188,-0.23,0.0043,0,28.5,0,0.33,0,0,63.8,0.19,0,1,minor,0
J2176,A119,C181,2025-02-27 01:40:00,2025-02-27 03:39:00,maintenance,night,1,1,0,3.3,11.2,22,19,14,0.103,0,0.0,0,22191,62,-0.028,0.0009,0,26.0,1,2.7,0,0,58.4,0.8,0,0,none,0
J2177,A263,C113,2025-03-03 01:58:00,2025-03-03 03:24:00,maintenance,night,1,1,1,3.5,13.8,132,12,78,0.385,1,0.0,0,132283,93,-0.5,0.0383,0,72.3,1,1.14,0,0,54.8,0.74,0,1,minor,0
J2178,A193,C141,2025-10-07 22:01:00,2025-10-07 23:42:00,maintenance,night,1,1,0,11.2,0.8,22,4,289,0.108,0,0.0,1,21781,143,0.647,0.0347,0,49.0,0,1.35,0,0,47.7,0.06,0,0,none,0
J2179,A291,C183,2025-10-02 14:35:00,2025-10-02 16:58:00,maintenance,day,1,1,1,7.5,23.2,66,3,224,0.266,1,0.0,0,65959,92,-0.396,0.011,0,110.1,1,2.47,0,0,54.6,0.92,0,0,none,0
J2180,A140,C17,2025-07-29 16:33:00,2025-07-29 19:07:00,inspection,day,1,1,1,1.6,11.3,11,9,70,0.295,1,0.0,0,10951,116,-0.008,0.0151,0,59.8,1,1.0,0,0,68.8,0.47,0,0,none,0
J2181,A136,C165,2025-09-21 02:52:00,2025-09-21 04:38:00,maintenance,night,1,0,0,7.2,14.1,66,2,26,0.024,0,0.06,0,65868,14,-0.371,0.0108,0,44.3,0,2.86,0,0,60.6,2.27,0,0,none,0
J2182,A273,C122,2025-01-04 16:07:00,2025-01-04 17:01:00,repair,day,0,1,0,5.3,13.7,11,4,54,0.228,0,0.0,0,10924,78,0.805,0.0122,1,61.2,0,2.35,0,0,58.3,2.3,1,0,none,0
J2183,A108,C42,2025-06-28 22:25:00,2025-06-29 00:24:00,repair,night,0,1,1,7.7,16.0,11,3,208,0.291,0,0.0,0,11082,129,0.129,0.0078,0,25.0,0,0.46,0,0,60.3,1.94,0,0,none,0
J2184,A117,C70,2025-10-24 22:43:00,2025-10-25 00:57:00,maintenance,night,1,1,1,8.4,13.1,11,16,239,0.113,1,0.0,0,11108,61,-0.628,0.0524,1,70.3,0,2.56,0,0,61.3,1.69,0,0,none,0
J2185,A299,C175,2025-01-06 21:52:00,2025-01-07 00:11:00,repair,night,0,1,1,8.4,23.5,33,9,34,0.237,0,0.0,1,32829,27,-0.016,0.0458,0,70.3,0,0.1,0,0,62.7,0.17,0,0,none,0
J2186,A193,C102,2025-04-02 22:54:00,2025-04-02 23:15:00,repair,night,0,1,1,10.2,18.8,22,9,12,0.221,2,0.41,0,21973,252,0.353,0.006,0,88.5,0,1.97,0,0,64.8,1.21,0,1,minor,0
J2187,A198,C155,2025-03-17 14:32:00,2025-03-17 15:47:00,inspection,day,1,0,0,9.0,9.3,22,3,318,0.162,0,0.0,0,21942,4,0.112,0.0063,1,50.7,1,1.83,0,0,72.8,0.22,0,0,none,0
J2188,A108,C164,2025-10-14 09:52:00,2025-10-14 11:41:00,maintenance,day,1,0,0,12.3,10.3,11,2,386,0.417,0,0.0,0,10823,70,0.47,0.0154,0,53.5,0,1.44,0,0,51.0,1.33,0,0,none,0
J2189,A139,C183,2025-06-22 01:14:00,2025-06-22 02:20:00,maintenance,night,1,1,1,8.3,14.8,33,24,61,0.085,0,0.0,0,33279,122,0.884,0.0276,2,34.5,0,2.83,0,0,61.5,0.75,0,0,none,0
J2190,A215,C104,2025-03-06 15:10:00,2025-03-06 16:38:00,emergency,day,0,0,1,0.8,15.4,11,50,29,0.254,0,0.0,0,11023,122,-0.001,0.0123,1,25.2,0,2.09,0,0,68.9,0.97,0,0,none,0
J2191,A195,C123,2025-02-25 09:27:00,2025-02-25 10:15:00,maintenance,day,1,1,0,0.5,22.2,11,30,7,0.055,1,0.0,0,10522,32,0.095,0.003,0,53.2,1,5.41,0,0,55.2,1.12,0,0,none,0
J2192,A295,C29,2025-03-09 22:29:00,2025-03-10 00:55:00,emergency,night,0,1,1,6.6,12.6,11,20,34,0.256,0,0.0,0,11097,223,-0.185,0.0175,0,0.1,0,1.48,0,0,68.2,0.06,0,0,none,0
J2193,A246,C45,2025-10-19 13:10:00,2025-10-19 14:17:00,inspection,day,0,1,1,13.9,16.2,132,42,338,0.02,0,0.32,0,131862,90,1.071,0.0165,1,61.1,0,2.27,0,0,63.5,0.58,0,0,none,0
J2194,A235,C103,2025-10-26 05:54:00,2025-10-26 06:36:00,maintenance,night,1,1,1,5.0,8.9,22,3,327,0.215,0,0.0,0,21881,68,0.731,0.0431,0,30.3,0,1.2,0,0,57.9,1.08,0,1,minor,0
J2195,A201,C90,2025-01-30 05:18:00,2025-01-30 07:40:00,maintenance,night,1,1,0,9.8,14.9,22,7,40,0.163,1,0.0,0,22007,47,-0.858,0.0145,0,47.5,0,1.58,0,0,41.1,1.31,0,0,none,0
J2196,A266,C81,2025-09-13 20:32:00,2025-09-13 23:52:00,emergency,night,0,0,1,3.7,24.4,11,30,50,0.189,2,0.0,0,11387,1,0.572,0.0209,0,42.0,2,2.13,0,0,56.6,0.05,0,0,none,0
J2197,A163,C39,2025-02-28 00:04:00,2025-02-28 01:53:00,repair,night,0,0,1,4.4,6.4,33,6,330,0.292,0,0.0,0,33026,121,0.197,0.002,2,49.0,1,1.15,0,0,65.9,0.82,0,0,none,0
J2198,A106,C198,2025-06-08 02:05:00,2025-06-08 03:45:00,maintenance,night,1,0,1,3.4,20.8,11,4,68,0.373,0,0.0,0,11096,51,-0.214,0.0108,1,43.7,0,0.32,0,0,53.7,0.29,0,0,none,0
J2199,A147,C137,2025-01-09 11:39:00,2025-01-09 12:34:00,maintenance,day,1,1,1,4.6,18.7,33,1,181,0.076,1,0.0,0,32914,1,0.396,0.0072,0,30.6,0,2.5,0,0,54.6,1.59,0,0,none,0
J2200,A232,C109,2025-07-02 04:59:00,2025-07-02 05:29:00,repair,night,0,1,1,7.7,8.3,22,17,108,0.114,0,0.0,0,22033,122,-0.809,0.0158,0,29.7,2,1.42,0,0,54.8,0.56,0,0,none,0
J2201,A243,C40,2025-07-31 20:33:00,2025-07-31 21:23:00,repair,night,0,1,0,4.7,16.2,22,19,362,0.294,0,0.0,0,22061,59,-0.623,0.0021,0,38.0,2,1.68,0,0,67.0,0.1,0,0,none,0
J2202,A167,C208,2025-03-30 09:49:00,2025-03-30 11:49:00,repair,day,0,1,0,4.6,11.1,11,3,21,0.166,0,0.0,0,11377,20,-0.076,0.0312,0,60.7,2,0.68,0,0,68.8,0.4,0,0,none,0
J2203,A166,C190,2025-08-17 21:08:00,2025-08-17 22:55:00,emergency,night,0,0,1,1.7,7.1,22,11,0,0.391,1,0.0,0,21722,44,-0.879,0.0271,0,13.3,0,3.29,0,0,72.4,0.04,0,0,none,0
J2204,A214,C64,2025-04-07 23:19:00,2025-04-08 00:58:00,repair,night,0,1,0,9.4,16.1,11,18,238,0.321,0,0.0,0,10981,12,-0.228,0.0023,1,34.6,0,3.57,0,0,61.0,0.77,0,0,none,0
J2205,A256,C83,2025-09-10 18:18:00,2025-09-10 20:41:00,repair,day,0,1,1,6.0,12.6,33,1,301,0.184,0,0.0,0,32982,13,1.109,0.0302,0,37.9,0,1.84,0,0,49.0,0.01,0,0,none,0
J2206,A277,C135,2025-05-17 11:13:00,2025-05-17 12:05:00,maintenance,day,1,1,0,3.4,0.2,22,10,449,0.305,0,0.0,0,22260,16,-0.059,0.0078,0,17.4,0,3.38,0,0,64.3,0.3,0,0,none,0
J2207,A151,C41,2025-08-29 18:19:00,2025-08-29 19:35:00,maintenance,day,1,1,0,10.1,4.3,33,3,30,0.247,0,0.05,0,32948,54,1.022,0.0465,0,47.4,0,1.52,0,0,59.4,0.41,0,0,none,0
J2208,A134,C28,2025-08-22 05:22:00,2025-08-22 06:32:00,emergency,night,0,1,1,3.7,8.8,33,9,67,0.178,1,0.0,0,32963,122,-0.258,0.0098,0,30.4,3,4.19,0,0,56.5,0.04,0,1,major,0
J2209,A215,C54,2025-09-26 11:14:00,2025-09-26 12:49:00,maintenance,day,1,1,0,3.8,0.6,66,28,48,0.066,0,0.0,0,65580,27,0.799,0.034,0,28.9,2,1.51,0,0,57.1,0.6,0,0,none,0
J2210,A282,C123,2025-06-22 10:40:00,2025-06-22 11:51:00,repair,day,0,1,0,8.4,20.0,22,11,245,0.02,0,0.0,0,22018,42,-0.127,0.0213,1,45.5,0,2.72,0,0,63.5,0.32,0,0,none,0
J2211,A122,C184,2025-04-05 18:47:00,2025-04-05 20:57:00,repair,day,0,1,0,3.5,21.2,66,28,14,0.165,0,0.0,0,65877,84,-0.722,0.0212,0,54.7,0,0.12,0,0,69.5,1.09,0,0,none,0
J2212,A181,C180,2025-04-27 03:11:00,2025-04-27 05:36:00,maintenance,night,1,1,1,1.4,8.8,33,15,1004,0.199,1,0.0,0,32813,105,-1.457,0.0142,0,44.1,0,3.08,0,0,65.5,0.31,1,0,none,0
J2213,A188,C191,2025-01-31 12:05:00,2025-01-31 12:42:00,inspection,day,1,1,1,4.5,9.6,66,4,17,0.085,1,0.0,0,66202,275,-0.481,0.0099,0,98.1,1,0.97,0,0,53.4,0.29,0,0,none,0
J2214,A116,C150,2025-04-06 03:43:00,2025-04-06 06:06:00,emergency,night,0,1,1,7.9,7.8,33,6,22,0.463,0,0.0,0,33056,110,-0.031,0.0161,1,47.1,2,1.95,0,0,65.3,0.61,0,0,none,0
J2215,A238,C84,2025-03-02 16:28:00,2025-03-02 17:37:00,maintenance,day,1,1,1,6.3,4.3,33,4,394,0.216,0,0.34,0,33204,156,0.457,0.0095,1,38.7,0,3.88,0,0,64.7,0.16,0,0,none,0
J2216,A176,C50,2025-01-06 13:27:00,2025-01-06 16:24:00,maintenance,day,1,1,0,9.7,13.4,33,22,722,0.09,0,0.0,0,32734,6,0.325,0.0108,0,46.9,0,3.71,0,0,55.3,1.42,0,0,none,0
J2217,A282,C191,2025-06-29 00:42:00,2025-06-29 01:04:00,repair,night,0,1,0,4.8,18.3,11,24,125,0.264,0,0.0,0,10874,122,0.338,0.0063,0,53.9,0,3.1,0,0,66.9,0.11,0,0,none,0
J2218,A279,C173,2025-02-10 16:36:00,2025-02-10 19:03:00,inspection,day,1,1,1,3.3,4.8,22,1,10,0.058,0,0.0,0,21998,91,0.308,0.0241,0,58.3,0,5.44,0,0,54.3,1.52,0,0,none,0
J2219,A144,C102,2025-09-24 03:25:00,2025-09-24 04:03:00,inspection,night,1,1,1,5.7,12.1,11,6,121,0.126,0,0.0,0,11282,4,0.661,0.0371,0,33.5,0,2.41,0,0,61.7,0.31,0,0,none,0
J2220,A230,C67,2025-10-22 06:19:00,2025-10-22 07:30:00,repair,day,0,1,0,1.7,11.3,33,8,561,0.078,0,0.02,0,32809,153,-0.036,0.0233,0,58.4,0,1.04,0,0,58.0,0.23,0,0,none,0
J2221,A131,C61,2025-09-01 18:05:00,2025-09-01 18:57:00,inspection,day,1,1,1,8.6,9.3,22,14,300,0.128,0,0.0,0,22102,23,0.893,0.0028,0,30.8,0,0.91,0,1,60.7,0.63,0,0,none,1
J2222,A135,C70,2025-06-27 06:26:00,2025-06-27 08:22:00,maintenance,day,1,0,0,5.4,5.8,11,4,714,0.159,0,0.0,0,10661,44,0.584,0.0307,0,45.4,0,0.92,0,0,56.2,1.91,0,0,none,0
J2223,A226,C16,2025-08-31 06:44:00,2025-08-31 08:48:00,inspection,day,1,1,1,7.0,7.1,66,38,208,0.151,0,0.0,0,66172,103,-0.323,0.0155,0,81.6,0,0.3,0,0,61.0,0.3,0,0,none,0
J2224,A192,C151,2025-01-11 18:44:00,2025-01-11 20:14:00,emergency,day,0,1,0,6.6,10.2,33,8,310,0.235,0,0.0,0,32900,113,0.196,0.0085,0,46.4,0,1.7,0,0,59.7,0.11,0,1,minor,0
J2225,A246,C104,2025-10-14 10:58:00,2025-10-14 12:47:00,inspection,day,1,1,0,7.2,16.8,33,24,141,0.382,0,0.0,0,33382,87,0.754,0.0218,0,45.1,0,2.41,0,0,53.7,1.34,0,0,none,0
J2226,A219,C151,2025-04-18 15:22:00,2025-04-18 17:27:00,repair,day,0,1,1,9.4,7.4,11,39,74,0.286,0,0.0,0,11251,113,0.414,0.032,1,46.9,0,3.36,0,0,58.9,1.43,0,0,none,0
J2227,A133,C166,2025-10-01 02:53:00,2025-10-01 04:14:00,inspection,night,1,1,1,6.0,10.8,66,2,272,0.02,2,0.0,0,65999,234,0.744,0.0173,0,83.7,0,0.36,0,0,62.1,0.14,0,0,none,0
J2228,A122,C26,2025-03-29 03:41:00,2025-03-29 04:37:00,maintenance,night,1,1,1,2.5,13.4,11,5,175,0.018,0,0.0,0,10723,62,0.109,0.0171,0,46.7,0,1.69,0,0,69.3,0.48,0,0,none,0
J2229,A179,C111,2025-07-16 08:35:00,2025-07-16 09:52:00,inspection,day,1,0,1,5.4,15.9,22,7,218,0.281,0,0.22,0,22446,69,0.422,0.0478,0,26.0,1,1.78,0,0,61.7,1.97,0,0,none,0
J2230,A283,C194,2025-04-13 19:36:00,2025-04-13 21:43:00,maintenance,day,1,1,1,7.3,16.5,66,11,98,0.619,0,0.0,0,66663,50,-0.069,0.0117,1,62.7,0,0.77,0,1,73.9,1.19,0,0,none,1
J2231,A222,C144,2025-01-10 18:20:00,2025-01-10 19:38:00,maintenance,day,1,1,0,8.1,8.7,22,20,268,0.089,0,0.0,0,22222,48,-0.185,0.0095,1,23.4,0,5.15,0,0,65.2,1.51,0,0,none,0
J2232,A205,C206,2025-05-29 15:37:00,2025-05-29 17:42:00,maintenance,day,1,1,1,6.3,19.9,33,4,26,0.377,0,0.0,0,33027,21,-0.518,0.0324,0,53.3,0,4.26,0,0,65.1,0.98,0,0,none,0
J2233,A204,C157,2025-08-01 02:47:00,2025-08-01 04:45:00,maintenance,night,1,1,1,0.5,18.3,22,17,176,0.204,0,0.0,0,22319,45,0.553,0.0354,1,42.9,1,1.98,0,0,59.4,0.14,0,0,none,0
J2234,A118,C42,2025-05-13 03:19:00,2025-05-13 04:02:00,maintenance,night,1,1,1,5.3,4.9,22,2,132,0.209,0,0.13,0,22082,83,0.077,0.0345,0,54.7,0,0.71,0,0,66.4,2.07,0,0,none,0
J2235,A181,C174,2025-05-24 03:18:00,2025-05-24 04:24:00,repair,night,0,0,0,8.9,19.3,22,2,73,0.579,1,0.0,0,22036,28,0.611,0.0407,0,24.2,1,1.98,0,0,50.2,0.47,0,0,none,0
J2236,A118,C125,2025-04-22 08:39:00,2025-04-22 10:35:00,emergency,day,0,1,1,6.0,15.2,22,36,38,0.109,0,0.0,0,22203,65,-0.274,0.0095,0,26.0,0,1.12,0,0,65.3,0.85,0,0,none,0
J2237,A219,C184,2025-01-28 13:51:00,2025-01-28 16:04:00,maintenance,day,1,1,1,0.5,3.4,11,3,51,0.029,0,0.0,0,11087,36,-0.694,0.0482,0,33.8,0,2.25,0,0,57.6,0.45,0,0,none,0
J2238,A232,C98,2025-04-10 07:46:00,2025-04-10 08:27:00,maintenance,day,1,1,1,5.5,11.2,33,26,11,0.068,0,0.0,0,33005,1,0.344,0.0289,0,46.0,0,4.02,0,0,62.4,0.65,0,0,none,0
J2239,A132,C209,2025-08-21 23:24:00,2025-08-22 01:25:00,emergency,night,0,1,1,6.3,16.4,33,16,361,0.21,1,0.0,0,32683,55,-0.178,0.0266,1,24.7,1,2.87,0,0,47.7,1.08,0,0,none,0
J2240,A241,C173,2025-06-01 11:34:00,2025-06-01 12:32:00,maintenance,day,1,1,1,9.1,23.1,22,7,24,0.148,1,0.0,0,22055,169,-0.239,0.0283,0,37.4,2,5.96,0,0,59.9,0.94,0,0,none,0
J2241,A250,C56,2025-03-13 12:14:00,2025-03-13 13:21:00,inspection,day,1,1,0,10.9,24.8,66,14,117,0.119,1,0.0,0,65612,67,0.254,0.0096,0,73.7,0,0.76,1,0,67.8,1.25,0,0,none,1
J2242,A296,C43,2025-04-14 22:06:00,2025-04-15 00:09:00,maintenance,night,1,1,1,4.0,13.7,11,9,261,0.235,0,0.0,0,11191,83,-1.184,0.0302,0,41.4,1,0.84,0,0,63.5,0.86,0,0,none,0
J2243,A210,C138,2025-10-07 10:40:00,2025-10-07 11:39:00,repair,day,0,1,0,4.9,20.6,33,1,264,0.222,0,0.0,0,33209,45,-0.487,0.0365,0,51.9,0,0.57,0,0,54.6,0.4,0,0,none,0
J2244,A114,C41,2025-04-15 06:48:00,2025-04-15 08:42:00,emergency,day,0,1,1,6.5,4.8,11,13,122,0.081,0,0.0,0,10907,72,-0.598,0.0209,0,56.4,1,0.95,0,0,61.6,1.05,0,0,none,0
J2245,A232,C49,2025-02-17 00:48:00,2025-02-17 02:20:00,maintenance,night,1,0,1,6.6,15.7,33,34,152,0.195,0,0.0,0,33043,54,0.667,0.0081,0,26.8,1,2.3,0,0,66.5,0.66,0,0,none,0
J2246,A177,C52,2025-04-25 15:28:00,2025-04-25 17:09:00,maintenance,day,1,1,1,6.5,18.8,11,2,20,0.121,0,0.0,0,11213,68,-0.936,0.0023,2,15.2,0,1.26,0,0,62.7,0.12,0,0,none,0
J2247,A141,C92,2025-01-08 19:26:00,2025-01-08 20:45:00,inspection,day,1,1,1,8.4,24.1,22,4,172,0.203,0,0.0,0,21804,40,-0.387,0.008,1,46.7,0,2.26,0,0,55.4,0.77,0,1,minor,0
J2248,A281,C67,2025-10-13 19:57:00,2025-10-13 21:19:00,maintenance,day,1,0,1,7.3,17.6,11,2,62,0.378,0,0.0,0,11133,6,0.007,0.0165,0,48.9,0,2.53,0,0,59.5,0.84,0,0,none,0
J2249,A188,C142,2025-09-28 19:00:00,2025-09-28 20:43:00,maintenance,day,1,1,0,7.6,17.9,11,9,445,0.249,0,0.0,0,11088,48,0.07,0.0164,0,42.6,0,0.22,0,0,52.7,0.5,0,0,none,0
J2250,A172,C30,2025-10-26 09:11:00,2025-10-26 11:13:00,maintenance,day,1,1,1,7.1,22.9,22,37,234,0.27,0,0.0,0,21808,137,-0.201,0.0066,1,34.8,1,0.28,0,0,58.4,0.3,0,0,none,0
J2251,A164,C60,2025-03-06 01:43:00,2025-03-06 03:10:00,maintenance,night,0,1,0,1.3,6.5,22,8,424,0.149,1,0.08,0,21681,120,-0.103,0.0279,3,49.4,0,2.43,0,0,54.8,0.97,0,0,none,0
J2252,A262,C151,2025-10-03 20:34:00,2025-10-03 22:35:00,repair,night,0,1,0,6.9,4.5,66,1,37,0.073,0,0.0,0,65813,1,0.331,0.0021,0,62.0,0,3.35,0,0,61.9,1.58,1,0,none,0
J2253,A170,C42,2025-01-08 20:22:00,2025-01-08 23:18:00,maintenance,night,1,1,1,11.3,28.1,22,1,136,0.345,0,0.55,0,22142,70,0.503,0.0207,0,54.0,0,1.33,0,0,55.2,0.51,0,0,none,0
J2254,A260,C87,2025-08-17 22:10:00,2025-08-18 01:02:00,maintenance,night,1,1,1,5.6,7.2,33,3,59,0.394,0,0.0,0,33048,83,0.066,0.0337,0,66.2,0,2.96,0,0,64.1,1.11,0,0,none,0
J2255,A257,C146,2025-01-29 13:57:00,2025-01-29 14:58:00,inspection,day,1,1,1,4.7,11.2,132,14,160,0.378,1,0.0,0,131787,9,-0.491,0.0013,0,66.8,0,4.72,0,0,57.4,1.09,0,0,none,0
J2256,A123,C138,2025-02-08 03:17:00,2025-02-08 05:49:00,maintenance,night,1,1,0,11.3,17.1,33,17,130,0.171,0,0.0,0,32696,75,-0.478,0.0051,0,52.1,0,0.43,0,0,55.1,0.59,0,0,none,0
J2257,A264,C53,2025-06-05 10:10:00,2025-06-05 11:33:00,maintenance,day,1,1,0,6.8,11.3,22,8,291,0.175,0,0.0,0,22051,38,-0.027,0.0148,0,57.7,0,1.68,0,0,61.2,0.78,0,0,none,0
J2258,A251,C158,2025-03-09 02:46:00,2025-03-09 03:52:00,emergency,night,0,1,1,8.2,11.5,66,10,256,0.07,0,0.0,0,65916,21,-0.62,0.0372,0,98.4,0,2.35,0,0,60.8,0.13,0,0,none,0
J2259,A139,C53,2025-08-28 18:26:00,2025-08-28 19:48:00,repair,day,0,1,1,6.3,6.9,11,4,280,0.175,0,0.53,0,10750,36,-0.145,0.0099,0,2.3,0,3.65,0,0,66.8,0.96,0,0,none,0
J2260,A268,C169,2025-07-19 01:43:00,2025-07-19 05:17:00,maintenance,night,0,1,0,4.7,21.2,132,9,61,0.221,0,0.0,0,132173,171,-0.505,0.02,1,54.6,0,0.0,0,0,52.8,0.15,0,0,none,0
J2261,A284,C164,2025-08-27 05:34:00,2025-08-27 07:12:00,emergency,night,0,1,1,10.1,8.1,22,19,9,0.021,0,0.0,0,22405,26,-0.328,0.0033,0,25.0,0,1.77,0,0,62.0,0.09,0,1,major,0
J2262,A186,C154,2025-09-23 16:14:00,2025-09-23 17:13:00,repair,day,0,1,0,5.6,26.7,33,5,129,0.125,0,0.0,0,32785,60,-0.402,0.0029,0,60.4,0,4.4,0,0,43.4,0.51,0,0,none,0
J2263,A110,C17,2025-08-20 13:48:00,2025-08-20 16:06:00,maintenance,day,1,1,0,5.7,28.1,22,10,438,0.237,0,0.0,0,21671,102,-1.14,0.0034,0,48.5,1,2.79,0,0,54.6,0.93,0,1,major,0
J2264,A120,C21,2025-07-05 19:12:00,2025-07-05 21:29:00,maintenance,day,1,1,0,8.2,6.4,33,3,8,0.146,0,0.0,0,32424,38,-0.329,0.0226,0,39.2,0,2.62,0,0,50.1,1.32,0,0,none,0
J2265,A264,C207,2025-02-11 05:39:00,2025-02-11 08:41:00,repair,night,0,1,1,4.0,23.8,33,3,192,0.126,0,0.0,0,32954,40,-0.124,0.0409,0,6.4,1,2.48,1,0,66.8,0.34,0,0,none,1
J2266,A247,C77,2025-01-18 09:33:00,2025-01-18 11:54:00,repair,day,0,1,1,9.8,1.7,11,6,129,0.376,0,0.0,0,10843,129,0.66,0.0251,0,21.1,2,1.75,0,0,55.0,1.17,0,0,none,0
J2267,A266,C63,2025-10-07 15:02:00,2025-10-07 17:02:00,emergency,day,0,1,0,8.9,5.7,66,10,96,0.261,1,0.0,0,65770,61,0.034,0.0068,1,90.9,1,0.18,0,0,64.1,1.18,0,0,none,0
J2268,A296,C156,2025-04-02 15:54:00,2025-04-02 17:30:00,repair,day,0,1,0,2.4,3.6,11,7,188,0.092,0,0.0,0,11034,214,-0.431,0.0198,0,37.3,0,2.71,0,0,58.4,1.23,0,0,none,0
